106,ncbi,Habranthus,Amaryllidaceae,Asparagales
47,ncbi,Duguetia,Annonaceae,Magnoliales
61,ncbi,Annona,Annonaceae,Magnoliales
17,ncbi,Philibertia,Apocynaceae,Gentianales
39,ncbi,Rauvolfia,Apocynaceae,Gentianales
105,ncbi,Thevetia,Apocynaceae,Gentianales
113,ncbi,Funastrum,Apocynaceae,Gentianales
117,ncbi,Mesechites,Apocynaceae,Gentianales
28,ncbi,Allagoptera,Arecaceae,Arecales
10,ncbi,Thymophylla,Asteraceae,Asterales
15,ncbi,Proustia,Asteraceae,Asterales
22,ncbi,Riencourtia,Asteraceae,Asterales
23,ncbi,Chromolaena,Asteraceae,Asterales
24,ncbi,Achyrocline,Asteraceae,Asterales
26,ncbi,Lessingianthus,Asteraceae,Asterales
27,ncbi,Piptocarpha,Asteraceae,Asterales
29,ncbi,Viguiera,Asteraceae,Asterales
32,ncbi,Eremanthus,Asteraceae,Asterales
33,ncbi,Lepidaploa,Asteraceae,Asterales
41,ncbi,Conyza,Asteraceae,Asterales
44,ncbi,Ichthyothere,Asteraceae,Asterales
45,ncbi,Praxelis,Asteraceae,Asterales
46,ncbi,Erechtites,Asteraceae,Asterales
51,ncbi,Elephantopus,Asteraceae,Asterales
53,ncbi,Dimerostemma,Asteraceae,Asterales
55,ncbi,Aspilia,Asteraceae,Asterales
57,ncbi,Chrysolaena,Asteraceae,Asterales
67,ncbi,Isostigma,Asteraceae,Asterales
89,ncbi,Centratherum,Asteraceae,Asterales
97,ncbi,Sphagneticola,Asteraceae,Asterales
119,ncbi,Clibadium,Asteraceae,Asterales
54,ncbi,Anemopaegma,Bignoniaceae,Lamiales
85,ncbi,Arrabidaea,Bignoniaceae,Lamiales
20,ncbi,Cryptantha,Boraginaceae,Boraginales
18,ncbi,Descurainia,Brassicaceae,Brassicales
35,ncbi,Protium,Burseraceae,Sapindales
88,ncbi,Cabomba,Cabombaceae,Nymphaeales
65,ncbi,Echinopsis,Cactaceae,Caryophyllales
66,ncbi,Gymnocalycium,Cactaceae,Caryophyllales
70,ncbi,Pereskia,Cactaceae,Caryophyllales
79,ncbi,Cleistocactus,Cactaceae,Caryophyllales
111,ncbi,Celtis,Cannabaceae,Rosales
50,ncbi,Tontelea,Celastraceae,Celastrales
125,ncbi,Hedyosmum,Chloranthaceae,Chloranthales
114,ncbi,Combretum,Combretaceae,Myrtales
82,ncbi,Tripogandra,Commelinaceae,Commelinales
101,ncbi,Aniseia,Convolvulaceae,Solanales
123,ncbi,Rhynchospora,Cyperaceae,Poales
31,ncbi,Davilla,Dilleniaceae,Dilleniales
118,ncbi,Syngonanthus,Eriocaulaceae,Poales
121,ncbi,Eriocaulon,Eriocaulaceae,Poales
34,ncbi,Manihot,Euphorbiaceae,Malpighiales
73,ncbi,Cnidoscolus,Euphorbiaceae,Malpighiales
86,ncbi,Acalypha,Euphorbiaceae,Malpighiales
93,ncbi,Microstachys,Euphorbiaceae,Malpighiales
96,ncbi,Sapium,Euphorbiaceae,Malpighiales
2,ncbi,Spartium,Fabaceae,Fabales
4,ncbi,Zuccagnia,Fabaceae,Fabales
19,ncbi,Hoffmannseggia,Fabaceae,Fabales
30,ncbi,Dalbergia,Fabaceae,Fabales
37,ncbi,Stryphnodendron,Fabaceae,Fabales
64,ncbi,Camptosema,Fabaceae,Fabales
69,ncbi,Neptunia,Fabaceae,Fabales
77,ncbi,Arachis,Fabaceae,Fabales
91,ncbi,Discolobium,Fabaceae,Fabales
102,ncbi,Eriosema,Fabaceae,Fabales
112,ncbi,Teramnus,Fabaceae,Fabales
,db,query,family,order
43,ncbi,Deianira,Gentianaceae,Gentianales
107,ncbi,Hydrolea,Hydroleaceae,Solanales
100,ncbi,Cipura,Iridaceae,Asparagales
49,ncbi,Rhabdocaulon,Lamiaceae,Lamiales
60,ncbi,Peltodon,Lamiaceae,Lamiales
99,ncbi,Niedenzuella,Malpighiaceae,Malpighiales
48,ncbi,Eriotheca,Malvaceae,Malvales
63,ncbi,Pavonia,Malvaceae,Malvales
81,ncbi,Ayenia,Malvaceae,Malvales
90,ncbi,Corchorus,Malvaceae,Malvales
116,ncbi,Helicteres,Malvaceae,Malvales
40,ncbi,Cissampelos,Menispermaceae,Ranunculales
76,ncbi,Microtea,Microteaceae,Caryophyllales
38,ncbi,Campomanesia,Myrtaceae,Myrtales
42,ncbi,Myrcia,Myrtaceae,Myrtales
5,ncbi,Acantholippiaseriphioides,Lamiaceae,Lamiales
6,ncbi,Aloyssia,Verbenaceae,Lamiales
9,ncbi,Spharealcea,Malvaceae,Malvales
56,ncbi,Buchnera,Orobanchaceae,Lamiales
62,ncbi,Jatropa,Euphorbiaceae,Malpighiales
68,ncbi,Myrtaceae,Myrtaceae,Myrtales
71,ncbi,Senegalia,Fabaceae,Fabales
72,ncbi,Tradescanta,Commelinaceae,Commelinales
74,ncbi,Harrisia,Cactaceae,Caryophyllales
78,ncbi,Malpighiaceae,Malpighiaceae,Malpighiales
84,ncbi,Scoparia,Plantaginaceae,Lamiales
87,ncbi,Arecaceae,Arecaceae,Arecales
95,ncbi,Richardia,Rubiaceae,Gentianales
108,ncbi,Schizosephala,NA,NA
110,ncbi,Solanaceae,Solanaceae,Solanales
115,ncbi,Indeterminada,NA,NA
124,ncbi,Ascolepis,Cyperaceae,Poales
11,ncbi,Oxybaphus,Nyctaginaceae,Caryophyllales
59,ncbi,Ouratea,Ochnaceae,Malpighiales
8,ncbi,Menodora,Oleaceae,Lamiales
1,ncbi,Argemone,Papaveraceae,Ranunculales
80,ncbi,Piriqueta,Passifloraceae,Malpighiales
14,ncbi,Monttea,Plantaginaceae,Lamiales
98,ncbi,Angelonia,Plantaginaceae,Lamiales
12,ncbi,Bredemeyera,Polygalaceae,Fabales
92,ncbi,Eichhornia,Pontederiaceae,Commelinales
3,ncbi,Condalia,Rhamnaceae,Rosales
25,ncbi,Galianthe,Rubiaceae,Gentianales
83,ncbi,Staelia,Rubiaceae,Gentianales
103,ncbi,Genipa,Rubiaceae,Gentianales
120,ncbi,Emmeorhiza,Rubiaceae,Gentianales
122,ncbi,Diodella,Rubiaceae,Gentianales
104,ncbi,Laetia,Salicaceae,Malpighiales
36,ncbi,Serjania,Sapindaceae,Sapindales
94,ncbi,Paullinia,Sapindaceae,Sapindales
52,ncbi,Pouteria,Sapotaceae,Ericales
7,ncbi,Buddleja,Scrophulariaceae,Lamiales
21,ncbi,Petunia,Solanaceae,Solanales
75,ncbi,Talinum,Talinaceae,Caryophyllales
126,ncbi,Cecropia,Urticaceae,Rosales
13,ncbi,Dipyrena,Verbenaceae,Lamiales
16,ncbi,Glandularia,Verbenaceae,Lamiales
109,ncbi,Baillonia,Verbenaceae,Lamiales
58,ncbi,Vochysia,Vochysiaceae,Myrtales
127,ncbi,Abolboda,Xyridaceae,Poales
